state_name,district_name
Himachal Pradesh,Sirmaur
Himachal Pradesh,Hamirpur
Himachal Pradesh,Mandi
Himachal Pradesh,Bilaspur
Himachal Pradesh,Chamba
Himachal Pradesh,Kullu
Himachal Pradesh,Solan
Himachal Pradesh,Una
Jammu And Kashmir,Samba
Jammu And Kashmir,Jammu
Jammu And Kashmir,Kathua
Jammu And Kashmir,Rajauri
Jammu And Kashmir,Reasi
Jammu And Kashmir,Udhampur
Jammu And Kashmir,Doda
Jammu And Kashmir,Kishtwar
Jammu And Kashmir,Bandipora
Jammu And Kashmir,Anantnag
Jammu And Kashmir,Badgam
Jammu And Kashmir,Kulgam
Jammu And Kashmir,Pulwama
Jammu And Kashmir,Srinagar
Jammu And Kashmir,Baramulla
Jharkhand,Bokaro
Jharkhand,Chatra
Jharkhand,Deoghar
Jharkhand,Dhanbad
Jharkhand,Dumka
Jharkhand,East Singhbum
Jharkhand,Garhwa
Jharkhand,Giridih
Jharkhand,Godda
Jharkhand,Gumla
Jharkhand,Hazaribagh
Jharkhand,Jamtara
Jharkhand,Khunti
Jharkhand,Koderma
Jharkhand,Latehar
Jharkhand,Lohardaga
Jharkhand,Pakur
Jharkhand,Palamu
Jharkhand,Ramgarh
Jharkhand,Ranchi
Jharkhand,Sahebganj
Jharkhand,Saraikela Kharsawan
Jharkhand,Simdega
Jharkhand,West Singhbhum
Karnataka,Ballari
Karnataka,Bangalore Rural
Karnataka,Belagavi
Karnataka,Bengaluru Urban
Karnataka,Chamarajanagara
Karnataka,Chikkaballapura
Karnataka,Chikkamagaluru
Karnataka,Chitradurga
Karnataka,Dakshina Kannada
Karnataka,Davangere
Karnataka,Dharwad
Karnataka,Gadag
Karnataka,Hassan
Karnataka,Haveri
Karnataka,Kodagu
Karnataka,Mandya
Karnataka,Mysuru
Karnataka,Ramanagara
Karnataka,Shivamogga
Karnataka,Tumakuru
Karnataka,Udupi
Karnataka,Uttara Kannada
Karnataka,Bagalkote
Karnataka,Bidar
Karnataka,Kalaburagi
Karnataka,Kolar
Karnataka,Koppal
Karnataka,Raichur
Karnataka,Vijayapura
Karnataka,Yadagiri
Kerala,Alappuzha
Kerala,Ernakulam
Kerala,Idukki
Kerala,Kannur
Kerala,Kasaragod
Kerala,Kollam
Kerala,Kottayam
Kerala,Kozhikode
Kerala,Malappuram
Kerala,Palakkad
Kerala,Pathanamthitta
Kerala,Thiruvananthapuram
Kerala,Thrissur
Kerala,Wayanad
Madhya Pradesh,Alirajpur
Madhya Pradesh,Anuppur
Madhya Pradesh,Ashoknagar
Madhya Pradesh,Balaghat
Madhya Pradesh,Barwani
Madhya Pradesh,Betul
Madhya Pradesh,Bhind
Madhya Pradesh,Bhopal
Madhya Pradesh,Burhanpur
Madhya Pradesh,Chhatarpur
Madhya Pradesh,Chhindwara
Madhya Pradesh,Damoh
Madhya Pradesh,Datia
Madhya Pradesh,Dewas
Madhya Pradesh,Dhar
Madhya Pradesh,Dindori
Madhya Pradesh,Guna
Madhya Pradesh,Gwalior
Madhya Pradesh,Harda
Madhya Pradesh,Hoshangabad
Madhya Pradesh,Indore
Madhya Pradesh,Jabalpur
Madhya Pradesh,Jhabua
Madhya Pradesh,Katni
Madhya Pradesh,Khandwa
Madhya Pradesh,Khargone
Madhya Pradesh,Mandla
Madhya Pradesh,Mandsaur
Madhya Pradesh,Morena
Madhya Pradesh,Narsinghpur
Madhya Pradesh,Neemuch
Madhya Pradesh,Panna
Madhya Pradesh,Raisen
Madhya Pradesh,Rajgarh
Madhya Pradesh,Ratlam
Madhya Pradesh,Rewa
Madhya Pradesh,Sagar
Madhya Pradesh,Satna
Madhya Pradesh,Sehore
Madhya Pradesh,Seoni
Madhya Pradesh,Shahdol
Madhya Pradesh,Shajapur
Madhya Pradesh,Sheopur
Madhya Pradesh,Shivpuri
Madhya Pradesh,Sidhi
Madhya Pradesh,Singrauli
Madhya Pradesh,Tikamgarh
Madhya Pradesh,Ujjain
Madhya Pradesh,Umaria
Madhya Pradesh,Vidisha
Maharashtra,Ahmednagar
Maharashtra,Akola
Maharashtra,Amravati
Maharashtra,Aurangabad
Maharashtra,Beed
Maharashtra,Bhandara
Maharashtra,Buldhana
Maharashtra,Chandrapur
Maharashtra,Dhule
Maharashtra,Gadchiroli
Maharashtra,Gondia
Maharashtra,Hingoli
Maharashtra,Jalgaon
Maharashtra,Jalna
Maharashtra,Kolhapur
Maharashtra,Latur
Maharashtra,Nagpur
Maharashtra,Nanded
Maharashtra,Nandurbar
Maharashtra,Nashik
Maharashtra,Osmanabad
Maharashtra,Parbhani
Maharashtra,Pune
Maharashtra,Raigad
Maharashtra,Ratnagiri
Maharashtra,Sangli
Maharashtra,Satara
Maharashtra,Solapur
Maharashtra,Thane
Maharashtra,Wardha
Maharashtra,Washim
Maharashtra,Yavatmal
Maharashtra,Sindhudurg
Manipur,Bishnupur
Manipur,Chandel
Manipur,Churachandpur
Manipur,Imphal East
Manipur,Imphal West
Manipur,Senapati
Manipur,Tamenglong
Manipur,Thoubal
Manipur,Ukhrul
Meghalaya,East Garo Hills
Meghalaya,East Jaintia Hills
Meghalaya,East Khasi Hills
Meghalaya,Ri Bhoi
Meghalaya,South Garo Hills
Meghalaya,West Garo Hills
Meghalaya,West Khasi Hills
Mizoram,Aizawl
Mizoram,Champhai
Mizoram,Kolasib
Mizoram,Lawngtlai
Mizoram,Lunglei
Mizoram,Mamit
Mizoram,Serchhip
Mizoram,Saiha
Nagaland,Dimapur
Nagaland,Kiphire
Nagaland,Kohima
Nagaland,Longleng
Nagaland,Mokokchung
Nagaland,Mon
Nagaland,Peren
Nagaland,Phek
Nagaland,Tuensang
Nagaland,Wokha
Nagaland,Zunheboto
Odisha,Anugul
Odisha,Balangir
Odisha,Baleshwar
Odisha,Bargarh
Odisha,Bhadrak
Odisha,Boudh
Odisha,Cuttack
Odisha,Deogarh
Odisha,Dhenkanal
Odisha,Gajapati
Odisha,Ganjam
Odisha,Jagatsinghapur
Odisha,Jajapur
Odisha,Jharsuguda
Odisha,Kalahandi
Odisha,Kandhamal
Odisha,Kendrapara
Odisha,Kendujhar
Odisha,Khordha
Odisha,Koraput
Odisha,Malkangiri
Odisha,Mayurbhanj
Odisha,Nabarangpur
Odisha,Nayagarh
Odisha,Nuapada
Odisha,Puri
Odisha,Rayagada
Odisha,Sambalpur
Odisha,Sonepur
Odisha,Sundargarh
Puducherry,Pondicherry
Puducherry,Karaikal
Punjab,Amritsar
Punjab,Ludhiana
Punjab,Sangrur
Punjab,Hoshiarpur
Rajasthan,Ajmer
Rajasthan,Alwar
Rajasthan,Banswara
Rajasthan,Baran
Rajasthan,Bharatpur
Rajasthan,Bhilwara
Rajasthan,Bundi
Rajasthan,Chittorgarh
Rajasthan,Dausa
Rajasthan,Dholpur
Rajasthan,Dungarpur
Rajasthan,Ganganagar
Rajasthan,Hanumangarh
Rajasthan,Jaipur
Rajasthan,Jhalawar
Rajasthan,Jhunjhunu
Rajasthan,Jodhpur
Rajasthan,Karauli
Rajasthan,Kota
Rajasthan,Pali
Rajasthan,Pratapgarh
Rajasthan,Sawai Madhopur
Rajasthan,Sikar
Rajasthan,Sirohi
Rajasthan,Tonk
Rajasthan,Udaipur
Rajasthan,Barmer
Rajasthan,Bikaner
Rajasthan,Churu
Rajasthan,Jaisalmer
Rajasthan,Jalore
Rajasthan,Nagaur
Rajasthan,Rajsamand
Tamil Nadu,Ariyalur
Tamil Nadu,Coimbatore
Tamil Nadu,Cuddalore
Tamil Nadu,Dharmapuri
Tamil Nadu,Dindigul
Tamil Nadu,Erode
Tamil Nadu,Kanchipuram
Tamil Nadu,Kanniyakumari
Tamil Nadu,Karur
Tamil Nadu,Krishnagiri
Tamil Nadu,Madurai
Tamil Nadu,Namakkal
Tamil Nadu,Perambalur
Tamil Nadu,Pudukkottai
Tamil Nadu,Ramanathapuram
Tamil Nadu,Salem
Tamil Nadu,Sivaganga
Tamil Nadu,Thanjavur
Tamil Nadu,Theni
Tamil Nadu,Thiruvallur
Tamil Nadu,Tiruchirappalli
Tamil Nadu,Tirunelveli
Tamil Nadu,Tiruppur
Tamil Nadu,Tiruvannamalai
Tamil Nadu,Tuticorin
Tamil Nadu,Vellore
Tamil Nadu,Villupuram
Tamil Nadu,Virudhunagar
Tamil Nadu,Nagapattinam
Tamil Nadu,The Nilgiris
Tamil Nadu,Thiruvarur
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli
Tripura,Dhalai
Tripura,North Tripura
Tripura,South Tripura
Tripura,West Tripura
Uttar Pradesh,Agra
Uttar Pradesh,Aligarh
Uttar Pradesh,Allahabad
Uttar Pradesh,Ambedkar Nagar
Uttar Pradesh,Amroha
Uttar Pradesh,Auraiya
Uttar Pradesh,Azamgarh
Uttar Pradesh,Baghpat
Uttar Pradesh,Bahraich
Uttar Pradesh,Ballia
Uttar Pradesh,Balrampur
Uttar Pradesh,Banda
Uttar Pradesh,Barabanki
Uttar Pradesh,Bareilly
Uttar Pradesh,Basti
Uttar Pradesh,Bijnor
Uttar Pradesh,Budaun
Uttar Pradesh,Bulandshahr
Uttar Pradesh,Chandauli
Uttar Pradesh,Chitrakoot
Uttar Pradesh,Deoria
Uttar Pradesh,Etah
Uttar Pradesh,Etawah
Uttar Pradesh,Faizabad
Uttar Pradesh,Farrukhabad
Uttar Pradesh,Fatehpur
Uttar Pradesh,Firozabad
Uttar Pradesh,Gautam Buddha Nagar
Uttar Pradesh,Ghaziabad
Uttar Pradesh,Ghazipur
Uttar Pradesh,Gonda
Uttar Pradesh,Gorakhpur
Uttar Pradesh,Hamirpur
Uttar Pradesh,Hardoi
Uttar Pradesh,Hathras
Uttar Pradesh,Jalaun
Uttar Pradesh,Jaunpur
Uttar Pradesh,Jhansi
Uttar Pradesh,Kannauj
Uttar Pradesh,Kanpur Dehat
Uttar Pradesh,Kanpur Nagar
Uttar Pradesh,Kasganj
Uttar Pradesh,Kaushambi
Uttar Pradesh,Kheri
Uttar Pradesh,Kushi Nagar
Uttar Pradesh,Lalitpur
Uttar Pradesh,Lucknow
Uttar Pradesh,Maharajganj
Uttar Pradesh,Mahoba
Uttar Pradesh,Mainpuri
Uttar Pradesh,Mathura
Uttar Pradesh,Mau
Uttar Pradesh,Meerut
Uttar Pradesh,Mirzapur
Uttar Pradesh,Moradabad
Uttar Pradesh,Muzaffarnagar
Uttar Pradesh,Pilibhit
Uttar Pradesh,Pratapgarh
Uttar Pradesh,Rae Bareli
Uttar Pradesh,Rampur
Uttar Pradesh,Saharanpur
Uttar Pradesh,Sant Kabeer Nagar
Uttar Pradesh,Sant Ravidas Nagar
Uttar Pradesh,Shahjahanpur
Uttar Pradesh,Shravasti
Uttar Pradesh,Siddharth Nagar
Uttar Pradesh,Sitapur
Uttar Pradesh,Sonbhadra
Uttar Pradesh,Sultanpur
Uttar Pradesh,Unnao
Uttar Pradesh,Varanasi
Uttar Pradesh,Amethi
Uttarakhand,Almora
Uttarakhand,Chamoli
Uttarakhand,Champawat
Uttarakhand,Dehradun
Uttarakhand,Haridwar
Uttarakhand,Nainital
Uttarakhand,Pauri Garhwal
Uttarakhand,Pithoragarh
Uttarakhand,Rudra Prayag
Uttarakhand,Tehri Garhwal
Uttarakhand,Uttar Kashi
Uttarakhand,Bageshwar
Uttarakhand,Udam Singh Nagar
West Bengal,South 24 Parganas
West Bengal,Darjeeling
West Bengal,Uttar Dinajpur
West Bengal,Jalpaiguri
West Bengal,Maldah
West Bengal,Pashchim Medinipur
West Bengal,Murshidabad
West Bengal,Nadia
West Bengal,Purba Bardhaman
West Bengal,Purulia
West Bengal,Bankura
West Bengal,Birbhum
West Bengal,North 24 Parganas
West Bengal,Coochbehar
West Bengal,Dakshin Dinajpur
West Bengal,Hooghly
West Bengal,Howrah
West Bengal,Purba Medinipur
Chhattisgarh,Balod
Chhattisgarh,Baloda Bazar
Chhattisgarh,Balrampur
Chhattisgarh,Bemetara
Chhattisgarh,Gariyaband
Chhattisgarh,Kondagaon
Chhattisgarh,Mungeli
Chhattisgarh,Sukma
Chhattisgarh,Surajpur
Tripura,Gomati
Tripura,Khowai
Tripura,Sepahijala
Tripura,Unakoti
Uttar Pradesh,Hapur
Uttar Pradesh,Sambhal
Uttar Pradesh,Shamli
Madhya Pradesh,Agar Malwa
Meghalaya,North Garo Hills
Meghalaya,South West Garo Hills
Meghalaya,South West Khasi Hills
Meghalaya,West Jaintia Hills
Telangana,Karimnagar
Telangana,Khammam
Telangana,Medak
Telangana,Nalgonda
Telangana,Nizamabad
Telangana,Rangareddi
Telangana,Warangal
Arunachal Pradesh,Namsai
Gujarat,Aravalli
Gujarat,Botad
Gujarat,Chhotaudepur
Gujarat,Gir Somnath
Gujarat,Mahisagar
Gujarat,Devbhumi Dwarka
Gujarat,Morbi
West Bengal,Alipurduar
Arunachal Pradesh,Siang
Telangana,Bhadradri
Telangana,Jangoan
Telangana,Jayashankar
Telangana,Jogulamba
Telangana,Kamareddy
Telangana,Komaram Bheem Asifabad
Telangana,Mahabubabad
Telangana,Mancherial
Telangana,Nagarkurnool
Telangana,Nirmal
Telangana,Sangareddy
Telangana,Siddipet
Telangana,Vikarabad
Telangana,Wanaparthy
Telangana,Yadadri
